CHANNEL,Time (s),RAW Value 0,Point 0,LOAD (kN),STRESS (MPa)
CHANNEL,Time (s),RAW Value 1,Point 1,LOAD (kN),STRESS (MPa)
CHANNEL,Time (s),RAW Value 2,Point 2,LOAD (kN),STRESS (MPa)
CHANNEL,Time (s),RAW Value 3,Point 3,LOAD (kN),STRESS (MPa)
CHANNEL,Time (s),RAW Value 4,Point 4,LOAD (kN),STRESS (MPa)
CHANNEL,Time (s),RAW Value 5,Point 5,LOAD (kN),STRESS (MPa)
CHANNEL,Time (s),RAW Value 6,Point 6,LOAD (kN),STRESS (MPa)
CHANNEL,Time (s),RAW Value 7,Point 7,LOAD (kN),STRESS (MPa)
CH,time,RAW,Point,11:54:29,2.960,8.365
