Time (s),CHANNEL,RAW Value 0,Point 0,RAW Value 1,Point 1,RAW Value 2,Point 2,RAW Value 3,Point 3,RAW Value 4,Point 4,RAW Value 5,Point 5,RAW Value 6,Point 6,RAW Value 7,Point 7,LOAD (kN),STRESS (MPa)
time,CH,RAW,Point,12:00:38,2.960,8.370
